Matrix_Size,Algorithm,Avg_Time_s,StdDev_Time_s,Min_Time_s,Max_Time_s,Avg_Memory_KB,StdDev_Memory_KB,Min_Memory_KB,Max_Memory_KB,Speedup
2048,Basic,75.594854,0.197834,75.396437,75.864884,32768,0,0,0,1.00
2048,Loop_Unroll,71.911675,0.023294,71.887429,71.943111,32768,0,0,0,1.05
2048,Cache_Block,67.755450,0.009582,67.747691,67.768951,32768,0,0,0,1.12
2048,Strassen,3.435487,0.002994,3.431946,3.439268,99974,0,0,0,22.00
