Matrix_Size,Algorithm,Run_Number,Execution_Time_s,Memory_Usage_KB
2048,Basic,1,70.043551,32768
2048,Basic,2,70.019945,32768
2048,Basic,3,70.022769,32768
2048,Loop_Unroll,1,71.882131,32768
2048,Loop_Unroll,2,71.826796,32768
2048,Loop_Unroll,3,72.876004,32768
2048,Cache_Block,1,38.384032,32768
2048,Cache_Block,2,38.379770,32768
2048,Cache_Block,3,38.369298,32768
2048,Strassen,1,3.437629,98564
2048,Strassen,2,3.430748,106756
2048,Strassen,3,3.446007,59704
